Time (s),FORCE_COEFFICIENT_CD,FORCE_COEFFICIENT_CL,PRESSURE_FORCE_X,PRESSURE_FORCE_Y,PRESSURE_FORCE_Z,PRESSURE_MOMENT_X,PRESSURE_MOMENT_Y,PRESSURE_MOMENT_Z,VISCOUS_FORCE_X,VISCOUS_FORCE_Y,VISCOUS_FORCE_Z,VISCOUS_MOMENT_X,VISCOUS_MOMENT_Y,VISCOUS_MOMENT_Z
137,0.7571898641,-1.900735451,657.2004929,129.6188485,-1783.788553,-691.7397674,4039.089357,-113.598732,52.88307776,3.732454233,1.30165005,-0.4466914053,16.60005224,-22.39737205
138,0.7566685011,-1.900465626,656.73301,130.1626717,-1783.525342,-692.4862251,4036.224913,-113.5818679,52.86163273,3.742871435,1.291478482,-0.4617382996,16.60317744,-22.35766143
139,0.7562807267,-1.9000395,656.3799539,130.5825973,-1783.118632,-693.0206738,4032.902414,-114.0995904,52.85103864,3.753241744,1.284383094,-0.4742808167,16.59894272,-22.32754978
140,0.7558621627,-1.89953355,656.0069585,130.9187734,-1782.633287,-693.5075476,4029.398753,-114.9564153,52.83150977,3.763354206,1.273513127,-0.4895713646,16.6060308,-22.29063347
141,0.7555691724,-1.898706001,655.741073,131.1468933,-1781.849669,-693.7415531,4025.292096,-116.199126,52.82263243,3.773091581,1.265960115,-0.5019840679,16.60532829,-22.26390266
142,0.7552373465,-1.897778287,655.4480653,131.2890646,-1780.968444,-693.9714588,4021.070075,-117.5018897,52.80445776,3.781433829,1.254733289,-0.5166917006,16.61620448,-22.23325734
143,0.7549924303,-1.896571012,655.2262161,131.2264901,-1779.828814,-693.9636008,4016.395508,-119.0248293,52.79662751,3.788794391,1.247272082,-0.5280406438,16.61884615,-22.21375533
144,0.7546116243,-1.895326186,654.8866622,130.940894,-1778.651016,-693.9094485,4011.993507,-120.7073657,52.77906612,3.794752791,1.236856713,-0.5412226022,16.63221806,-22.19007812
145,0.7543032163,-1.893722168,654.6050225,130.4115046,-1777.140713,-693.5596765,4007.21553,-122.8802501,52.77148446,3.799733439,1.230783195,-0.5505075306,16.63627739,-22.17794483
146,0.7538644577,-1.891741705,654.2114974,129.7245948,-1775.274617,-693.0620869,4002.097335,-125.2692125,52.75354702,3.803417911,1.221940066,-0.5615650431,16.64985799,-22.16115284
147,0.7535723572,-1.889261253,653.9461106,128.8593657,-1772.944386,-692.2211171,3996.240932,-128.0023885,52.74500556,3.806366735,1.217847819,-0.5686847559,16.65197518,-22.1549559
148,0.7532582153,-1.886503634,653.6714235,127.8985966,-1770.351411,-691.2906799,3989.885038,-130.8291363,52.72509414,3.807987641,1.210935163,-0.5776474288,16.6627008,-22.14340224
149,0.7530990633,-1.883432832,653.5328779,126.8638817,-1767.469345,-690.1234304,3982.577405,-133.9803219,52.71438884,3.808814928,1.20863045,-0.5826604399,16.66124745,-22.14233577
150,0.7528542281,-1.880448829,653.3258047,125.8363779,-1764.665773,-689.0010024,3975.158927,-137.2409942,52.69185861,3.808443378,1.203421025,-0.5895388742,16.66815216,-22.13555645
151,0.7526743601,-1.877289612,653.1704053,124.7860049,-1761.702649,-687.6560347,3967.182524,-140.7061534,52.67857986,3.807094742,1.202972451,-0.5922759536,16.66179164,-22.13954065
152,0.7523498171,-1.874260169,652.8912659,123.7778958,-1758.858254,-686.3820461,3959.504344,-143.9631801,52.65336669,3.804358234,1.199552826,-0.5968512661,16.6638908,-22.13757875
153,0.7521034367,-1.871246115,652.6761612,122.8387978,-1756.032712,-685.0226683,3951.63674,-147.1376343,52.63741885,3.80042816,1.200554949,-0.5973957798,16.65339753,-22.14684188
154,0.7517296569,-1.868379581,652.3536862,122.0230357,-1753.341674,-683.7699746,3943.813506,-150.0716341,52.60936763,3.794939891,1.197718239,-0.6001634847,16.65271126,-22.15060241
155,0.7514517335,-1.86515987,652.1113038,121.1865889,-1750.323061,-682.2298466,3935.1488,-153.1036936,52.59111675,3.788154816,1.198510613,-0.5992201475,16.6410994,-22.16518842
156,0.7510180403,-1.861588205,651.7346026,120.2734749,-1746.970555,-680.5461206,3926.030319,-156.0937711,52.56110571,3.77991157,1.195469557,-0.6003491507,16.63917334,-22.17356384
157,0.750629061,-1.857374378,651.3902461,119.2436735,-1743.019473,-678.4985088,3915.868058,-159.1624113,52.54068216,3.770584015,1.196064066,-0.597880399,16.62684432,-22.19244061
158,0.7500993187,-1.853002831,650.9255775,118.2186194,-1738.91602,-676.4731197,3905.663318,-161.931541,52.50856472,3.760393747,1.192194482,-0.5981900737,16.62677665,-22.20437826
159,0.7496535644,-1.848582654,650.5294211,117.2018492,-1734.770342,-674.3565861,3895.318356,-164.5246763,52.48669812,3.749656258,1.191706559,-0.5952661494,16.61723824,-22.22616586
160,0.7491027823,-1.844395655,650.0458612,116.1931334,-1730.839002,-672.418218,3885.428554,-166.6538087,52.45374121,3.738382965,1.186883261,-0.5952587941,16.6202504,-22.24047538
161,0.7486722145,-1.840156813,649.6644055,115.0764037,-1726.862365,-670.3908376,3875.439232,-168.6461192,52.43141555,3.726815951,1.185381533,-0.5922314097,16.6151046,-22.264599
162,0.7481775253,-1.836024113,649.2339167,113.8933252,-1722.980069,-668.5298357,3865.962642,-170.3427997,52.39799076,3.715270296,1.178682109,-0.5927892793,16.6252155,-22.28056441
163,0.7478052418,-1.831876455,648.9076165,112.6534571,-1719.086309,-666.6449035,3856.740098,-171.8899392,52.37516793,3.704154656,1.174546745,-0.591157866,16.62914732,-22.30454086
164,0.7473211016,-1.8282503,648.4870983,111.5004692,-1715.676481,-665.0359864,3848.717932,-172.9983454,52.34166528,3.693496458,1.165282505,-0.5935768931,16.64777388,-22.31874481
165,0.7469091873,-1.825064826,648.1235059,110.4034592,-1712.682896,-663.4669283,3841.362214,-173.9373879,52.31896943,3.683635098,1.158997301,-0.5939981911,16.65920877,-22.33918344
166,0.746398949,-1.822393085,647.6781926,109.4037792,-1710.16601,-662.1720341,3834.840636,-174.5321196,52.2857873,3.674174777,1.147637767,-0.5986800082,16.68547623,-22.34954721
167,0.7460927241,-1.819981543,647.4135114,108.4192769,-1707.89559,-660.949022,3828.851293,-175.0180483,52.2632945,3.665322586,1.138733164,-0.6016630251,16.70559453,-22.36609619
168,0.7457774524,-1.817863663,647.1505967,107.5315174,-1705.895216,-660.0201251,3823.860007,-175.0664454,52.23055112,3.656535981,1.124480813,-0.6086387846,16.7409843,-22.37346299
169,0.7455838636,-1.815817854,646.9905323,106.7050718,-1703.965056,-659.1387042,3819.323887,-174.9763087,52.20907023,3.648291082,1.112856153,-0.6135508499,16.76968634,-22.3876212
170,0.7452488833,-1.813985299,646.7076302,105.9317998,-1702.230011,-658.4736672,3815.291219,-174.7028386,52.17783191,3.640370479,1.096359693,-0.6220788713,16.81257068,-22.39244987
171,0.7450436556,-1.812290907,646.5355825,105.1146882,-1700.627636,-657.7986108,3811.471821,-174.6561099,52.15741954,3.633129168,1.082965665,-0.6282381793,16.8480319,-22.4027037
172,0.7447296272,-1.810797774,646.2712423,104.3143427,-1699.209464,-657.3038609,3807.961442,-174.4767707,52.12726763,3.626717259,1.065035244,-0.6381568408,16.89721922,-22.40190841
173,0.7445073893,-1.809332654,646.0824091,103.4635083,-1697.821,-656.7412611,3804.355746,-174.2709453,52.10768888,3.621638023,1.050543759,-0.6458956056,16.93856859,-22.40534989
174,0.7441427326,-1.808169085,645.7698778,102.6242106,-1696.711368,-656.3349444,3801.312926,-173.7137983,52.07824943,3.617691768,1.032092589,-0.6571821905,16.99232879,-22.39700586
175,0.7438311819,-1.807245311,645.4964495,101.7642398,-1695.830608,-655.8875748,3798.678068,-173.1047294,52.0595093,3.614938807,1.017636142,-0.665940187,17.03678952,-22.39319308
176,0.7433732819,-1.806609258,645.095725,100.8658478,-1695.216161,-655.5655326,3796.514677,-172.291652,52.03082064,3.613328834,0.999672661,-0.6778900271,17.09125001,-22.37780374
177,0.743048817,-1.805818004,644.8096917,99.81190311,-1694.459981,-655.036936,3793.787144,-171.6656213,52.01257463,3.613136048,0.9855207151,-0.6873077274,17.1355107,-22.36704114
178,0.7426731494,-1.804903388,644.4858574,98.64019706,-1693.584222,-654.5008564,3790.774024,-170.8886215,51.98411238,3.613980153,0.967477502,-0.6999732986,17.1903315,-22.34506592
179,0.7424388544,-1.80371267,644.28403,97.36660704,-1692.453343,-653.7396153,3787.065407,-170.0213388,51.96622077,3.616139318,0.9532405348,-0.7100574889,17.23480104,-22.32750283
180,0.7421022914,-1.802494802,643.9964027,96.1292432,-1691.293259,-653.0089961,3783.161475,-168.6336712,51.93822324,3.619458433,0.9352585828,-0.7234396618,17.28971522,-22.29776522
181,0.7419374694,-1.800986228,643.8588144,94.87204744,-1689.864549,-652.0309891,3778.421559,-167.0875104,51.92124349,3.624512729,0.9212708995,-0.7343463456,17.33374943,-22.27147299
182,0.7417562721,-1.799284478,643.7157213,93.62088859,-1688.251408,-650.9984264,3773.194814,-165.2077996,51.89441199,3.630966912,0.9040104135,-0.748294807,17.38657691,-22.23235628
183,0.741791719,-1.797180598,643.7642703,92.35916856,-1686.265316,-649.6903556,3767.065397,-163.3077178,51.87910455,3.638981908,0.8909111829,-0.7594316796,17.42741688,-22.19699624
184,0.7417766634,-1.794766729,643.7759172,91.15998022,-1683.985344,-648.3577677,3760.092399,-161.1801992,51.85333874,3.648061701,0.8746368816,-0.7733579517,17.47669218,-22.14880453
185,0.7418846791,-1.791991481,643.8915534,89.96406081,-1681.371143,-646.7761473,3752.0568,-159.1372827,51.83899841,3.658378462,0.8630307121,-0.7839932563,17.51250001,-22.10560778
186,0.7418608043,-1.789035321,643.8939841,88.84621164,-1678.584189,-645.1914774,3743.485969,-156.8179989,51.81417814,3.668977768,0.84832806,-0.7969456752,17.55708532,-22.05168957
187,0.7419132569,-1.785645688,643.9572246,87.80440296,-1675.395844,-643.3550329,3733.766473,-154.3899965,51.8001271,3.680566581,0.8387399891,-0.8061483831,17.58770239,-22.00226782
188,0.7418329333,-1.78203573,643.9062744,86.85156768,-1671.996825,-641.5247644,3723.408267,-151.723018,51.77575083,3.691887701,0.8250959365,-0.8181244036,17.6305717,-21.94376774
189,0.7419016545,-1.778192928,643.9843209,85.91879015,-1668.383476,-639.5016667,3712.342558,-149.2343417,51.76215023,3.703865717,0.8154802251,-0.8268072234,17.66221436,-21.89170356
190,0.7418277461,-1.77447214,643.9393995,85.05745573,-1664.880676,-637.5838352,3701.329555,-146.6397724,51.73776117,3.715877382,0.8019909816,-0.838124204,17.70484763,-21.83075687
191,0.7418784301,-1.770801273,644.0006958,84.14114816,-1661.428471,-635.5553762,3690.182822,-144.3594485,51.72399571,3.7284996,0.7922808666,-0.846329204,17.73713593,-21.7769977
192,0.741772213,-1.767306537,643.9261989,83.23425001,-1658.137804,-633.666281,3679.298713,-142.1043355,51.69888351,3.741305681,0.7789357468,-0.8570079576,17.77954075,-21.71486055
193,0.7417421028,-1.763828372,643.9131694,82.35375653,-1654.866875,-631.7130339,3668.20391,-140.0958403,51.683676,3.754840861,0.769788447,-0.8644157116,17.81037188,-21.66038363
194,0.7415504233,-1.760739012,643.7595295,81.59359324,-1651.957585,-630.0196259,3657.59014,-137.9907003,51.65756117,3.768330294,0.7576625164,-0.8739531973,17.84969541,-21.59855356
195,0.7415176678,-1.758000954,643.744946,80.83627468,-1649.382003,-628.4147916,3647.482126,-136.1770885,51.641427,3.781990202,0.7497991856,-0.8799938722,17.87769915,-21.54514574
196,0.7414996202,-1.755863668,643.7547253,80.09156044,-1647.367046,-627.1664203,3638.712789,-134.4900531,51.61472287,3.795282993,0.7391637276,-0.8878589811,17.91370287,-21.48531501
197,0.7415667376,-1.754157353,643.8348324,79.32479776,-1645.760972,-626.0352336,3630.841234,-133.1847585,51.59755771,3.808591441,0.7332509015,-0.891964774,17.93756835,-21.43452829
198,0.7413595906,-1.753084571,643.668183,78.62096121,-1644.746788,-625.2385138,3624.175841,-131.9964615,51.56994713,3.821540241,0.7251086808,-0.8976726314,17.96780509,-21.37801759
199,0.7411580653,-1.752478379,643.4969157,78.05237979,-1644.175058,-624.5654427,3618.073461,-131.1277479,51.55222639,3.834234757,0.7218580093,-0.8996303307,17.98516575,-21.33145472
200,0.7409879739,-1.752321065,643.364878,77.57640257,-1644.021796,-624.1930143,3612.678895,-130.4849024,51.5247544,3.845827995,0.7161239821,-0.9031780997,18.00895086,-21.28061228
201,0.7410296055,-1.752243703,643.4209093,77.13120972,-1643.947948,-623.8431675,3607.177425,-130.1765017,51.50776465,3.856424364,0.7148246132,-0.9030481372,18.0197839,-21.24123173
202,0.7409729324,-1.752446341,643.3945742,76.75275917,-1644.133996,-623.7118499,3601.996943,-129.8821531,51.48095246,3.865539312,0.7108417031,-0.9046252137,18.0373185,-21.1979305
203,0.7410036944,-1.752943074,643.4401343,76.4133381,-1644.599516,-623.5932394,3597.089286,-129.8031316,51.4642406,3.873630426,0.7105309749,-0.9029045829,18.04332802,-21.16626692
204,0.7408612308,-1.754035583,643.3333454,76.20390016,-1645.620113,-623.7707896,3593.248528,-129.6605625,51.43742888,3.880421707,0.7065865875,-0.9035412351,18.05757866,-21.13060162
205,0.7407855043,-1.75523054,643.2789077,76.06613092,-1646.740345,-623.9599184,3589.490157,-129.7052281,51.42085114,3.886101545,0.7062025484,-0.9010545772,18.06032624,-21.10667259
206,0.7405601546,-1.756378077,643.0947392,75.94548043,-1647.812357,-624.2816877,3585.682092,-129.6680095,51.39368938,3.890688864,0.7020672498,-0.9012549194,18.07182023,-21.07812282
207,0.7404359402,-1.757192387,642.9957257,75.78926066,-1648.575354,-624.4438189,3581.224996,-129.7142139,51.37621612,3.894185725,0.7014149963,-0.8985143425,18.07165238,-21.06105391
208,0.7401461511,-1.757975261,642.7524549,75.64178714,-1649.304982,-624.702414,3576.869025,-129.5880717,51.34772619,3.896196808,0.6968726659,-0.8984504281,18.07989738,-21.03966073
209,0.7398716505,-1.758631607,642.5138548,75.53892158,-1649.919261,-624.8718016,3572.381712,-129.3791484,51.32890283,3.897033792,0.6956384586,-0.8954963923,18.07583676,-21.0297577
210,0.7394094954,-1.759353331,642.1104126,75.513376,-1650.59042,-625.1864111,3568.440152,-128.8926027,51.29894167,3.896586701,0.6899733841,-0.8955238897,18.08058945,-21.01490543
211,0.7390036344,-1.759830025,641.7502536,75.49650224,-1651.034798,-625.3512368,3564.338849,-128.3245544,51.27848906,3.895092133,0.6873138566,-0.8927634997,18.07283867,-21.01083042
212,0.7383717308,-1.760183784,641.1897206,75.50486823,-1651.359514,-625.537483,3560.246161,-127.432768,51.24643048,3.892368019,0.6802787719,-0.8929615006,18.07363507,-21.00109135
213,0.737752381,-1.760062531,640.6317989,75.51956937,-1651.242189,-625.4516035,3555.287396,-126.4179567,51.22353332,3.888765577,0.6766626418,-0.8902554066,18.06168833,-21.00178573
214,0.7369001735,-1.759651812,639.8670917,75.60702991,-1650.849847,-625.3467451,3549.964301,-124.984722,51.18905059,3.884213587,0.6694889219,-0.890135253,18.05799109,-20.99620374
215,0.7359948482,-1.758679001,639.0432537,75.75931856,-1649.934509,-624.9918257,3543.531804,-123.3409689,51.16388534,3.879165844,0.6664400828,-0.8867232881,18.04128146,-21.0005001
216,0.7348389105,-1.757394836,637.9959898,76.0754948,-1648.723873,-624.6788327,3536.716878,-121.1672035,51.12712465,3.873605368,0.6600792214,-0.885728618,18.03295276,-20.99732401
217,0.7337639622,-1.755652716,637.015445,76.54658678,-1647.088069,-624.1789332,3529.115481,-118.7663322,51.09959585,3.86862548,0.6580140176,-0.8815178025,18.0120131,-21.00154089
218,0.7325101437,-1.753651535,635.8786218,77.25640735,-1645.206159,-623.7154045,3521.094798,-115.7881058,51.06060309,3.864298816,0.6527879113,-0.8801170487,17.999481,-20.9962973
219,0.7312791286,-1.751210827,634.75385,78.12097165,-1642.916555,-623.0344757,3512.077336,-112.5407161,51.03094379,3.860731127,0.6520506508,-0.875677588,17.97416994,-20.99802052
220,0.7297881675,-1.748543528,633.3962009,79.19111449,-1640.411227,-622.416562,3502.494499,-108.719475,50.99038743,3.858183312,0.6480829334,-0.8741846996,17.95817778,-20.98903185
221,0.7283996007,-1.745557748,632.1259429,80.38711494,-1637.611338,-621.6764935,3492.249853,-104.6900178,50.95846406,3.857144843,0.6482233097,-0.8700550121,17.93093385,-20.98480296
222,0.7269619293,-1.742607315,630.8202802,81.74165342,-1634.841544,-621.1345872,3482.36985,-100.2447913,50.91589576,3.857480846,0.6453096386,-0.8688326573,17.91267508,-20.96897228
223,0.7256955065,-1.739611114,629.6666572,83.15151056,-1632.033068,-620.5458898,3472.568413,-95.75447138,50.88188269,3.859014112,0.6466350154,-0.8647533666,17.88249417,-20.95767544
224,0.7243586103,-1.736707576,628.4572907,84.57906495,-1629.30859,-620.115331,3463.235872,-91.05715733,50.83752398,3.861689287,0.6450609664,-0.863351622,17.86041216,-20.93514127
225,0.7232533818,-1.733702339,627.4569357,85.95042602,-1626.492843,-619.6049388,3453.82704,-86.49275206,50.80140903,3.865649697,0.6475885023,-0.8592794193,17.82572598,-20.9167123
226,0.7221482434,-1.731059067,626.4675499,87.36647334,-1624.013786,-619.3713199,3445.342747,-81.74420209,50.7544093,3.870580487,0.6473601931,-0.8578215513,17.79734126,-20.88668792
227,0.7212395034,-1.728781912,625.6548499,88.76166003,-1621.882531,-619.2008546,3437.698295,-77.10408475,50.71490378,3.876760538,0.6515934281,-0.8534427827,17.75536348,-20.86062565
228,0.7202494879,-1.727104581,624.7769153,90.18734444,-1620.310984,-619.3308555,3431.649864,-72.26202226,50.66441371,3.883359295,0.6530275445,-0.8513026135,17.72017113,-20.82423389
229,0.719431647,-1.725744934,624.0520691,91.63601097,-1619.041955,-619.5110722,3426.517289,-67.4779464,50.62229855,3.890196207,0.6590592258,-0.8457861881,17.67146533,-20.79410199
230,0.7186136528,-1.724871541,623.3372633,93.16963327,-1618.22659,-619.9958917,3422.712453,-62.52518781,50.56999912,3.896655085,0.6627519084,-0.841957205,17.62819911,-20.75640907
231,0.7180384074,-1.724172374,622.8409894,94.71496485,-1617.579575,-620.4823923,3419.39126,-57.72617121,50.52681483,3.903025109,0.6714069182,-0.8343399727,17.56965548,-20.72713162
232,0.7174223866,-1.723884455,622.3160338,96.35223269,-1617.316073,-621.2316978,3417.120696,-52.80525946,50.47407353,3.908796492,0.6779117382,-0.82812244,17.51522883,-20.6913608
233,0.7169774808,-1.723836732,621.942084,98.01044189,-1617.282847,-621.9867361,3415.487377,-48.07112332,50.43079598,3.914387735,0.6894403071,-0.8179056765,17.44533484,-20.66582693
234,0.716475307,-1.72417783,621.5237886,99.77104573,-1617.611934,-622.9795515,3415.016325,-43.21853894,50.37815886,3.919065234,0.698649678,-0.8089575585,17.38037868,-20.63529048
235,0.7161659324,-1.724677963,621.2767031,101.6296401,-1618.095226,-623.9590084,3415.166539,-38.53457678,50.33511658,3.922771908,0.712923114,-0.7957815581,17.30044233,-20.61601614
236,0.7158302608,-1.725421317,621.0144851,103.5921365,-1618.804477,-625.1220177,3416.302004,-33.79885549,50.28254578,3.925534235,0.7250654925,-0.783967705,17.22616226,-20.59183042
237,0.7156741961,-1.72601137,620.9109675,105.5019307,-1619.374859,-626.1260242,3417.523414,-29.40280784,50.23970781,3.927837953,0.7421029746,-0.7683330697,17.13829341,-20.57814025
238,0.7154349779,-1.726574428,620.7387948,107.3563886,-1619.916767,-627.1690044,3419.251568,-25.07967737,50.18754449,3.929811334,0.7559818711,-0.754962933,17.05885353,-20.55843349
239,0.7153569243,-1.726972447,620.7077317,109.0960937,-1620.307746,-628.0121228,3421.052651,-21.15198932,50.14540985,3.931984945,0.7737034109,-0.7387243995,16.96788421,-20.5479248
240,0.7152201076,-1.727501011,620.6310614,110.8264401,-1620.816832,-628.9620982,3423.672307,-17.31923458,50.09377507,3.934570051,0.7871086258,-0.7259290793,16.88878318,-20.52914702
241,0.715263599,-1.727830937,620.7134158,112.5032122,-1621.142981,-629.7201684,3426.149416,-13.79215358,50.05220638,3.937812424,0.8038568406,-0.710772323,16.80052059,-20.51806543
242,0.7152369034,-1.72809269,620.738931,114.1462238,-1621.400749,-630.5230131,3428.761123,-10.22307477,50.00165642,3.942136504,0.8161560646,-0.6995463449,16.72594881,-20.49791271
243,0.7153748742,-1.728096041,620.9087688,115.6525804,-1621.418949,-631.1154055,3430.953696,-6.950646235,49.96120596,3.947414513,0.8312134124,-0.6866014789,16.64430379,-20.48518944
244,0.7154228153,-1.728087833,621.0033787,117.0369997,-1621.421409,-631.7644929,3433.274366,-3.726893227,49.91155468,3.953405491,0.841371211,-0.677834349,16.57733076,-20.46317642
245,0.7155834017,-1.727851447,621.1939308,118.2634872,-1621.212425,-632.2351985,3434.99045,-0.7719756371,49.8715986,3.960270409,0.8540665344,-0.6675324568,16.50466424,-20.44796291
246,0.715665884,-1.727688503,621.3200812,119.4680862,-1621.067463,-632.8245274,3436.76293,2.323210383,49.82279901,3.967851756,0.8619118694,-0.6612787397,16.44713241,-20.42373122
247,0.7159119909,-1.727452945,621.5899305,120.6472426,-1620.856908,-633.3367639,3438.0637,5.370013986,49.78374594,3.976281443,0.87225992,-0.6535055395,16.38423722,-20.40568317
248,0.716141976,-1.727375983,621.8532713,121.803741,-1620.790795,-634.0027016,3439.485623,8.546083767,49.73608236,3.985572237,0.8783217534,-0.649547692,16.33498933,-20.37818917
249,0.7164816844,-1.727129633,622.2099045,122.7935389,-1620.568749,-634.525215,3440.117176,11.41158388,49.69802358,3.995663854,0.8872993125,-0.6437971237,16.27922119,-20.35661513
250,0.7166603043,-1.726889268,622.4237841,123.6692969,-1620.348463,-635.1145774,3440.372374,14.19827602,49.65165166,4.006321959,0.8924252327,-0.6415263407,16.23582749,-20.3258401
251,0.7168822068,-1.726477008,622.6686352,124.3860489,-1619.970209,-635.5470349,3439.702655,16.69913362,49.61489801,4.017716403,0.9007834872,-0.6373315235,16.18481559,-20.30049466
252,0.7170154695,-1.726172815,622.8378892,125.0265377,-1619.68963,-636.0778645,3438.836934,19.19890612,49.57061617,4.029500913,0.9054732543,-0.636352802,16.14453761,-20.26618778
253,0.7173239073,-1.725831122,623.1617901,125.595016,-1619.377638,-636.5119606,3437.483262,21.45465153,49.53596447,4.041551599,0.913916902,-0.6328757895,16.09468665,-20.23762337
254,0.7175774601,-1.725540277,623.4418785,126.1493655,-1619.110394,-637.0472204,3436.122845,23.65385883,49.49365489,4.053617675,0.9194231889,-0.6319275196,16.05381019,-20.20068831
255,0.7179151138,-1.724920709,623.7915915,126.6124279,-1618.538894,-637.402418,3433.995119,25.57292151,49.46058942,4.065766148,0.9289468413,-0.6282430715,16.00271322,-20.16991845
256,0.7180846762,-1.724124316,623.9909939,126.9989257,-1617.799074,-637.7490352,3431.593138,27.47339539,49.4202006,4.07776942,0.9359748381,-0.6267302101,15.95949142,-20.13167704
257,0.7182222366,-1.723082446,624.1510433,127.3089509,-1616.833528,-637.9099376,3428.607919,29.23977043,49.38915379,4.089467376,0.9474824213,-0.6220196858,15.90548527,-20.10098387
258,0.7181780605,-1.722096972,624.1476536,127.56344,-1615.918501,-638.117103,3425.846259,31.01904238,49.35111561,4.100378447,0.9566207846,-0.6191108737,15.85913226,-20.0642408
259,0.7182098598,-1.720939209,624.2062404,127.6853555,-1614.845969,-638.1477253,3422.936907,32.49730472,49.32234988,4.11063438,0.9698238924,-0.6130376589,15.80262432,-20.03551789
260,0.718165375,-1.719775264,624.1999239,127.7438055,-1613.765039,-638.2048519,3420.504625,33.90030753,49.286949,4.119944192,0.9804285065,-0.6087751337,15.753798,-20.00187896
261,0.718202118,-1.71835809,624.2599363,127.7333839,-1612.450773,-638.0834745,3417.97036,35.09058175,49.26139379,4.128455428,0.9951715155,-0.6012950819,15.6950459,-19.97710872
262,0.7181009633,-1.7167474,624.1960307,127.65015,-1610.952716,-637.9346656,3415.367444,36.21388319,49.23043774,4.13593568,1.007599563,-0.5954287641,15.64435083,-19.94805655
263,0.7179956526,-1.714732836,624.1178502,127.4132524,-1609.080155,-637.5332274,3411.874524,36.99770289,49.2098591,4.142529856,1.024272471,-0.5862421629,15.58445401,-19.92774294
264,0.717748399,-1.712717711,623.9113324,127.0421035,-1607.205135,-637.1231735,3408.460273,37.5700323,49.18450541,4.148058026,1.039012653,-0.5783973103,15.53217934,-19.90357862
265,0.7175749769,-1.710668226,623.7638194,126.5399449,-1605.301946,-636.5841685,3404.96784,37.83293068,49.16938533,4.152657073,1.057805991,-0.5673805385,15.47129109,-19.88817696
266,0.7172935679,-1.708873427,623.5195141,125.9901786,-1603.635366,-636.1687519,3401.931475,38.05233088,49.14978855,4.156510444,1.074367002,-0.5580277744,15.41848521,-19.86908852
267,0.7170812734,-1.707010173,623.3301022,125.3614536,-1601.908261,-635.6523316,3398.495677,38.05511318,49.14011319,4.159832456,1.09459949,-0.5459587847,15.35784132,-19.85766033
268,0.7167228826,-1.705321022,623.007981,124.6764915,-1600.341954,-635.2454247,3395.153685,38.00998624,49.12613986,4.162499385,1.112358512,-0.5357170226,15.30551432,-19.8418559
269,0.7164051171,-1.703691943,622.7144843,123.8941557,-1598.83538,-634.7849809,3391.583974,37.73903579,49.12163988,4.164701524,1.133514488,-0.5228484052,15.24556275,-19.83305427
270,0.7159958015,-1.702326611,622.3401555,123.0402782,-1597.573238,-634.4592226,3388.526449,37.37188332,49.11211745,4.16642984,1.151764237,-0.5120442421,15.19461603,-19.81889422
271,0.7156763723,-1.700951271,622.0411025,122.1420086,-1596.304566,-634.059958,3385.53949,36.80077923,49.11161362,4.167913228,1.172870154,-0.4989442248,15.13725946,-19.81056807
272,0.7152695393,-1.699710187,621.6650953,121.2858582,-1595.157951,-633.772313,3383.019494,36.2988469,49.10609772,4.168819147,1.190128765,-0.4882185848,15.09090783,-19.79676899
273,0.714952125,-1.698381464,621.3647856,120.46908,-1593.93104,-633.3981948,3380.432993,35.76610162,49.10874,4.169678348,1.209278146,-0.4756629261,15.0401477,-19.78851872
274,0.714577812,-1.697264439,621.0172,119.7441608,-1592.898595,-633.1756151,3378.454247,35.41258383,49.10529942,4.17046975,1.224366295,-0.4658190835,15.00100086,-19.77359699
275,0.7143490836,-1.696195514,620.7992574,119.0309543,-1591.913094,-632.912604,3376.691025,34.98745198,49.10874324,4.171675047,1.241289586,-0.4545857633,14.9577212,-19.7627985
276,0.714090249,-1.695279379,620.560186,118.3727539,-1591.066872,-632.7802062,3375.289293,34.6375502,49.10508266,4.173366947,1.254209323,-0.4464409402,14.92554478,-19.74446348
277,0.7139695432,-1.694389124,620.4443034,117.7651986,-1590.246793,-632.6041637,3373.865779,34.23198399,49.10776887,4.175399887,1.269000318,-0.4370215486,14.88889221,-19.72985969
278,0.7138007715,-1.693881348,620.2912018,117.2384653,-1589.781029,-632.6170695,3373.225236,34.01556937,49.10259838,4.17761936,1.279422078,-0.4307906892,14.86343935,-19.70727737
279,0.7137459548,-1.693531375,620.2390789,116.8214838,-1589.464915,-632.6381068,3372.839076,33.96121863,49.1033148,4.180555169,1.291508348,-0.4235514255,14.83374473,-19.6883412
280,0.7136355193,-1.69350342,620.1428726,116.5521202,-1589.446554,-632.8603416,3373.176242,34.16648505,49.09595602,4.184258594,1.299363459,-0.4196781865,14.8149682,-19.6616989
281,0.7136319807,-1.693519331,620.1414042,116.3491552,-1589.47077,-633.0570315,3373.459363,34.35611655,49.094106,4.188889757,1.308658614,-0.4149786781,14.79217844,-19.63880267
282,0.7135482095,-1.693732202,620.0731692,116.2425422,-1589.67505,-633.3996162,3373.982438,34.72877048,49.08378134,4.194421117,1.313310164,-0.4140020852,14.78107965,-19.6076339
283,0.713550406,-1.694018238,620.0796137,116.2036676,-1589.949054,-633.7076073,3374.57608,35.09434519,49.07939667,4.20058339,1.319073596,-0.4122957753,14.76577235,-19.58073073
