Time (s),PRESSURE_FORCE_X,PRESSURE_FORCE_Y,PRESSURE_FORCE_Z,VISCOUS_FORCE_X,VISCOUS_FORCE_Y,VISCOUS_FORCE_Z,PRESSURE_MOMENT_X,PRESSURE_MOMENT_Y,PRESSURE_MOMENT_Z,VISCOUS_MOMENT_X,VISCOUS_MOMENT_Y,VISCOUS_MOMENT_Z,FORCE_COEFFICIENT_CD,FORCE_COEFFICIENT_CL
674,-4.14E+01,-2.10E+02,6.09E+00,-1.95E+00,2.57E-01,-3.95E-03,-7.78E+01,1.93E+01,2.29E+01,1.27E-01,7.40E-01,-6.88E-02,3.26E-01,-1.58E+00
675,-4.14E+01,-2.10E+02,6.06E+00,-1.95E+00,2.57E-01,-4.06E-03,-7.78E+01,1.93E+01,2.29E+01,1.27E-01,7.39E-01,-6.88E-02,3.26E-01,-1.58E+00
676,-4.14E+01,-2.10E+02,6.01E+00,-1.95E+00,2.57E-01,-4.20E-03,-7.78E+01,1.93E+01,2.29E+01,1.27E-01,7.39E-01,-6.89E-02,3.26E-01,-1.58E+00
677,-4.15E+01,-2.11E+02,5.93E+00,-1.95E+00,2.57E-01,-4.34E-03,-7.78E+01,1.93E+01,2.29E+01,1.27E-01,7.39E-01,-6.90E-02,3.27E-01,-1.58E+00
678,-4.15E+01,-2.11E+02,5.85E+00,-1.95E+00,2.57E-01,-4.48E-03,-7.78E+01,1.92E+01,2.29E+01,1.27E-01,7.39E-01,-6.90E-02,3.27E-01,-1.58E+00
679,-4.15E+01,-2.11E+02,5.76E+00,-1.95E+00,2.57E-01,-4.60E-03,-7.78E+01,1.92E+01,2.29E+01,1.27E-01,7.39E-01,-6.90E-02,3.27E-01,-1.58E+00
680,-4.15E+01,-2.11E+02,5.67E+00,-1.95E+00,2.58E-01,-4.67E-03,-7.78E+01,1.92E+01,2.29E+01,1.27E-01,7.39E-01,-6.91E-02,3.27E-01,-1.58E+00
681,-4.15E+01,-2.11E+02,5.58E+00,-1.95E+00,2.58E-01,-4.73E-03,-7.78E+01,1.91E+01,2.29E+01,1.27E-01,7.39E-01,-6.91E-02,3.27E-01,-1.58E+00
682,-4.15E+01,-2.10E+02,5.50E+00,-1.95E+00,2.58E-01,-4.79E-03,-7.77E+01,1.91E+01,2.29E+01,1.27E-01,7.39E-01,-6.91E-02,3.27E-01,-1.58E+00
683,-4.14E+01,-2.10E+02,5.43E+00,-1.95E+00,2.58E-01,-4.83E-03,-7.77E+01,1.90E+01,2.29E+01,1.27E-01,7.40E-01,-6.91E-02,3.26E-01,-1.58E+00
684,-4.14E+01,-2.10E+02,5.38E+00,-1.95E+00,2.58E-01,-4.89E-03,-7.76E+01,1.90E+01,2.29E+01,1.27E-01,7.40E-01,-6.91E-02,3.26E-01,-1.58E+00
685,-4.14E+01,-2.10E+02,5.35E+00,-1.95E+00,2.58E-01,-4.85E-03,-7.75E+01,1.90E+01,2.29E+01,1.27E-01,7.40E-01,-6.91E-02,3.26E-01,-1.58E+00
686,-4.13E+01,-2.10E+02,5.34E+00,-1.95E+00,2.58E-01,-4.79E-03,-7.75E+01,1.90E+01,2.28E+01,1.27E-01,7.40E-01,-6.91E-02,3.25E-01,-1.58E+00
687,-4.13E+01,-2.10E+02,5.35E+00,-1.95E+00,2.58E-01,-4.68E-03,-7.75E+01,1.90E+01,2.28E+01,1.27E-01,7.40E-01,-6.91E-02,3.25E-01,-1.58E+00
688,-4.12E+01,-2.10E+02,5.40E+00,-1.95E+00,2.58E-01,-4.51E-03,-7.74E+01,1.90E+01,2.28E+01,1.27E-01,7.40E-01,-6.91E-02,3.25E-01,-1.57E+00
689,-4.12E+01,-2.09E+02,5.47E+00,-1.95E+00,2.58E-01,-4.26E-03,-7.74E+01,1.90E+01,2.28E+01,1.27E-01,7.40E-01,-6.91E-02,3.25E-01,-1.57E+00
690,-4.12E+01,-2.09E+02,5.55E+00,-1.95E+00,2.58E-01,-4.04E-03,-7.74E+01,1.90E+01,2.28E+01,1.27E-01,7.41E-01,-6.91E-02,3.25E-01,-1.57E+00
691,-4.12E+01,-2.09E+02,5.63E+00,-1.95E+00,2.58E-01,-3.79E-03,-7.74E+01,1.90E+01,2.28E+01,1.28E-01,7.41E-01,-6.91E-02,3.24E-01,-1.57E+00
692,-4.12E+01,-2.09E+02,5.71E+00,-1.95E+00,2.58E-01,-3.59E-03,-7.74E+01,1.90E+01,2.28E+01,1.28E-01,7.41E-01,-6.91E-02,3.24E-01,-1.57E+00
693,-4.12E+01,-2.09E+02,5.79E+00,-1.95E+00,2.58E-01,-3.44E-03,-7.75E+01,1.91E+01,2.28E+01,1.28E-01,7.41E-01,-6.91E-02,3.25E-01,-1.57E+00
694,-4.12E+01,-2.09E+02,5.87E+00,-1.95E+00,2.58E-01,-3.35E-03,-7.75E+01,1.91E+01,2.28E+01,1.28E-01,7.41E-01,-6.90E-02,3.25E-01,-1.57E+00
695,-4.13E+01,-2.09E+02,5.94E+00,-1.95E+00,2.58E-01,-3.34E-03,-7.76E+01,1.92E+01,2.28E+01,1.28E-01,7.41E-01,-6.90E-02,3.25E-01,-1.57E+00
696,-4.13E+01,-2.09E+02,5.99E+00,-1.95E+00,2.58E-01,-3.42E-03,-7.77E+01,1.92E+01,2.29E+01,1.28E-01,7.41E-01,-6.90E-02,3.26E-01,-1.57E+00
697,-4.14E+01,-2.09E+02,6.04E+00,-1.95E+00,2.58E-01,-3.57E-03,-7.77E+01,1.92E+01,2.29E+01,1.28E-01,7.40E-01,-6.89E-02,3.26E-01,-1.57E+00
698,-4.14E+01,-2.10E+02,6.06E+00,-1.95E+00,2.58E-01,-3.77E-03,-7.77E+01,1.92E+01,2.29E+01,1.27E-01,7.40E-01,-6.89E-02,3.26E-01,-1.57E+00
699,-4.15E+01,-2.10E+02,6.07E+00,-1.95E+00,2.58E-01,-3.99E-03,-7.78E+01,1.93E+01,2.29E+01,1.27E-01,7.40E-01,-6.89E-02,3.27E-01,-1.57E+00
700,-4.15E+01,-2.10E+02,6.05E+00,-1.95E+00,2.58E-01,-4.24E-03,-7.78E+01,1.93E+01,2.29E+01,1.27E-01,7.40E-01,-6.88E-02,3.27E-01,-1.57E+00
